package_name,offer_desc,offer_name,IIP_name,Estimated Payout(cents),campaign_start,campaign_end
com.turnkey.imobile.bob,Install & Run,iMobile by Bank of Beirut,ayetstudios,2.0,20190308.0,20190329.0
com.matchington.mansion,"#Ample reward#spend $90, get reward!",Matchington Mansion: Match-3 Home D,fyber,7072.66666666667,20190305.0,20190608.0
com.turnkey.imobile.bob,Install & Run,iMobile by Bank of Beirut,ayetstudios,2.0,20190308.0,20190329.0
com.matchington.mansion,"Like this game? Then don't miss this task: spend $10, get big reward!",Matchington Mansion: Match-3 Home D,fyber,964.333333333333,20190305.0,20190608.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,58.0,20190320.0,20190617.0
de.mcoins.fitplay,Download and START,Fitplay: Apps & Rewards - Make mone,fyber,22.6666666666667,20190320.0,20190607.0
com.mentormate.android.inboxdollars,Make registration to get reward,InboxDollars,fyber,7.0,20190312.0,20190520.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,25.6666666666667,20190320.0,20190324.0
com.matchington.mansion,"Like this game? Then don't miss this task: spend $10, get big reward!",Matchington Mansion: Match-3 Home D,fyber,964.333333333333,20190305.0,20190608.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,58.0,20190320.0,20190617.0
de.mcoins.fitplay,Download and START,Fitplay: Apps & Rewards - Make mone,fyber,22.6666666666667,20190320.0,20190607.0
com.mentormate.android.inboxdollars,Make registration to get reward,InboxDollars,fyber,7.0,20190312.0,20190520.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,25.6666666666667,20190320.0,20190324.0
com.matchington.mansion,"Like this game? Then don't miss this task: spend $10, get big reward!",Matchington Mansion: Match-3 Home D,fyber,964.333333333333,20190305.0,20190608.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,58.0,20190320.0,20190617.0
de.mcoins.fitplay,Download and START,Fitplay: Apps & Rewards - Make mone,fyber,22.6666666666667,20190320.0,20190607.0
com.mentormate.android.inboxdollars,Make registration to get reward,InboxDollars,fyber,7.0,20190312.0,20190520.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,25.6666666666667,20190320.0,20190324.0
com.matchington.mansion,"Like this game? Then don't miss this task: spend $10, get big reward!",Matchington Mansion: Match-3 Home D,fyber,964.333333333333,20190305.0,20190608.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,58.0,20190320.0,20190617.0
de.mcoins.fitplay,Download and START,Fitplay: Apps & Rewards - Make mone,fyber,22.6666666666667,20190320.0,20190607.0
com.mentormate.android.inboxdollars,Make registration to get reward,InboxDollars,fyber,7.0,20190312.0,20190520.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,25.6666666666667,20190320.0,20190324.0
com.matchington.mansion,"Like this game? Then don't miss this task: spend $10, get big reward!",Matchington Mansion: Match-3 Home D,fyber,964.333333333333,20190305.0,20190608.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,58.0,20190320.0,20190617.0
de.mcoins.fitplay,Download and START,Fitplay: Apps & Rewards - Make mone,fyber,22.6666666666667,20190320.0,20190607.0
com.mentormate.android.inboxdollars,Make registration to get reward,InboxDollars,fyber,7.0,20190312.0,20190520.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,25.6666666666667,20190320.0,20190324.0
com.matchington.mansion,"Like this game? Then don't miss this task: spend $10, get big reward!",Matchington Mansion: Match-3 Home D,fyber,964.333333333333,20190305.0,20190608.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,58.0,20190320.0,20190617.0
de.mcoins.fitplay,Download and START,Fitplay: Apps & Rewards - Make mone,fyber,22.6666666666667,20190320.0,20190607.0
com.mentormate.android.inboxdollars,Make registration to get reward,InboxDollars,fyber,7.0,20190312.0,20190520.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,25.6666666666667,20190320.0,20190324.0
com.matchington.mansion,"Like this game? Then don't miss this task: spend $10, get big reward!",Matchington Mansion: Match-3 Home D,fyber,964.333333333333,20190305.0,20190608.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,58.0,20190320.0,20190617.0
de.mcoins.fitplay,Download and START,Fitplay: Apps & Rewards - Make mone,fyber,22.6666666666667,20190320.0,20190607.0
com.mentormate.android.inboxdollars,Make registration to get reward,InboxDollars,fyber,7.0,20190312.0,20190520.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,25.6666666666667,20190320.0,20190324.0
com.matchington.mansion,"Like this game? Then don't miss this task: spend $10, get big reward!",Matchington Mansion: Match-3 Home D,fyber,964.333333333333,20190305.0,20190608.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,58.0,20190320.0,20190617.0
de.mcoins.fitplay,Download and START,Fitplay: Apps & Rewards - Make mone,fyber,22.6666666666667,20190320.0,20190607.0
com.mentormate.android.inboxdollars,Make registration to get reward,InboxDollars,fyber,7.0,20190312.0,20190520.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,25.6666666666667,20190320.0,20190324.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,7.0,20190320.0,20190617.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,7.0,20190320.0,20190617.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,7.0,20190320.0,20190617.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,7.0,20190320.0,20190617.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,7.0,20190320.0,20190617.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,7.0,20190320.0,20190617.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,7.0,20190320.0,20190617.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,7.0,20190320.0,20190617.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,22.6666666666667,20190320.0,20190324.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,22.6666666666667,20190320.0,20190324.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,22.6666666666667,20190320.0,20190324.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,22.6666666666667,20190320.0,20190324.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,22.6666666666667,20190320.0,20190324.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,22.6666666666667,20190320.0,20190324.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,22.6666666666667,20190320.0,20190324.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,22.6666666666667,20190320.0,20190324.0
com.lucktastic.scratch,Make registration to get reward,"Lucktastic: Win Prizes, Gift Cards ",fyber,34.6666666666667,20190308.0,20190617.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,16.0,20190320.0,20190324.0
com.lucktastic.scratch,Make registration to get reward,"Lucktastic: Win Prizes, Gift Cards ",fyber,34.6666666666667,20190308.0,20190617.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,16.0,20190320.0,20190324.0
com.lucktastic.scratch,Make registration to get reward,"Lucktastic: Win Prizes, Gift Cards ",fyber,34.6666666666667,20190308.0,20190617.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,16.0,20190320.0,20190324.0
com.lucktastic.scratch,Make registration to get reward,"Lucktastic: Win Prizes, Gift Cards ",fyber,34.6666666666667,20190308.0,20190617.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,16.0,20190320.0,20190324.0
com.lucktastic.scratch,Make registration to get reward,"Lucktastic: Win Prizes, Gift Cards ",fyber,34.6666666666667,20190308.0,20190617.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,16.0,20190320.0,20190324.0
com.lucktastic.scratch,Make registration to get reward,"Lucktastic: Win Prizes, Gift Cards ",fyber,34.6666666666667,20190308.0,20190617.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,16.0,20190320.0,20190324.0
com.lucktastic.scratch,Make registration to get reward,"Lucktastic: Win Prizes, Gift Cards ",fyber,34.6666666666667,20190308.0,20190617.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,16.0,20190320.0,20190324.0
com.lucktastic.scratch,Make registration to get reward,"Lucktastic: Win Prizes, Gift Cards ",fyber,34.6666666666667,20190308.0,20190617.0
com.qpidnetwork.dating,Download and START,Qpid Network: International Dating ,fyber,16.0,20190320.0,20190324.0
com.truebill,"Download & Install the App,Link to bank account,Submit a bill,*New Users Only!",Truebill,adgem,450.0,20190320.0,20190320.0
com.truebill,"Download & Install the App,Link to bank account,Submit a bill,*New Users Only!",Truebill,adgem,450.0,20190320.0,20190320.0
com.truebill,"Download & Install the App,Link to bank account,Submit a bill,*New Users Only!",Truebill,adgem,450.0,20190320.0,20190320.0
com.truebill,"Download & Install the App,Link to bank account,Submit a bill,*New Users Only!",Truebill,adgem,450.0,20190320.0,20190320.0
com.truebill,"Download & Install the App,Link to bank account,Submit a bill,*New Users Only!",Truebill,adgem,450.0,20190320.0,20190320.0
com.truebill,"Download & Install the App,Link to bank account,Submit a bill,*New Users Only!",Truebill,adgem,450.0,20190320.0,20190320.0
com.truebill,"Download & Install the App,Link to bank account,Submit a bill,*New Users Only!",Truebill,adgem,450.0,20190320.0,20190320.0
com.truebill,"Download & Install the App,Link to bank account,Submit a bill,*New Users Only!",Truebill,adgem,450.0,20190320.0,20190320.0
com.goodrx,Download and START,GoodRx Drug Prices and Coupons,fyber,25.6666666666667,20190307.0,20190403.0
com.coinbase.android,Download and START,Coinbase – Buy & Sell Bitcoin. Cryp,fyber,16.0,20190318.0,20190326.0
com.varomoney.varo,Download and START,Varo Banking,fyber,13.0,20190320.0,20190617.0
com.goodrx,Download and START,GoodRx Drug Prices and Coupons,fyber,25.6666666666667,20190307.0,20190403.0
com.coinbase.android,Download and START,Coinbase – Buy & Sell Bitcoin. Cryp,fyber,16.0,20190318.0,20190326.0
com.varomoney.varo,Download and START,Varo Banking,fyber,13.0,20190320.0,20190617.0
com.goodrx,Download and START,GoodRx Drug Prices and Coupons,fyber,25.6666666666667,20190307.0,20190403.0
com.coinbase.android,Download and START,Coinbase – Buy & Sell Bitcoin. Cryp,fyber,16.0,20190318.0,20190326.0
com.varomoney.varo,Download and START,Varo Banking,fyber,13.0,20190320.0,20190617.0
com.goodrx,Download and START,GoodRx Drug Prices and Coupons,fyber,25.6666666666667,20190307.0,20190403.0
com.coinbase.android,Download and START,Coinbase – Buy & Sell Bitcoin. Cryp,fyber,16.0,20190318.0,20190326.0
com.varomoney.varo,Download and START,Varo Banking,fyber,13.0,20190320.0,20190617.0
com.goodrx,Download and START,GoodRx Drug Prices and Coupons,fyber,25.6666666666667,20190307.0,20190403.0
com.coinbase.android,Download and START,Coinbase – Buy & Sell Bitcoin. Cryp,fyber,16.0,20190318.0,20190326.0
com.varomoney.varo,Download and START,Varo Banking,fyber,13.0,20190320.0,20190617.0
com.goodrx,Download and START,GoodRx Drug Prices and Coupons,fyber,25.6666666666667,20190307.0,20190403.0
com.coinbase.android,Download and START,Coinbase – Buy & Sell Bitcoin. Cryp,fyber,16.0,20190318.0,20190326.0
com.varomoney.varo,Download and START,Varo Banking,fyber,13.0,20190320.0,20190617.0
com.goodrx,Download and START,GoodRx Drug Prices and Coupons,fyber,25.6666666666667,20190307.0,20190403.0
com.coinbase.android,Download and START,Coinbase – Buy & Sell Bitcoin. Cryp,fyber,16.0,20190318.0,20190326.0
com.varomoney.varo,Download and START,Varo Banking,fyber,13.0,20190320.0,20190617.0
com.goodrx,Download and START,GoodRx Drug Prices and Coupons,fyber,25.6666666666667,20190307.0,20190403.0
com.coinbase.android,Download and START,Coinbase – Buy & Sell Bitcoin. Cryp,fyber,16.0,20190318.0,20190326.0
com.varomoney.varo,Download and START,Varo Banking,fyber,13.0,20190320.0,20190617.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,32.0,20190320.0,20190617.0
com.drop.loyalty.android,Download and START,Drop: Earn rewards & save money sho,fyber,29.0,20190318.0,20190528.0
com.psafe.msuite,Download and START,"dfndr security: antivirus, anti-hac",fyber,25.6666666666667,20190308.0,20190520.0
com.watchback.android,Download and START,"WatchBack - Videos, TV Shows &amp; ",fyber,7.0,20190321.0,20190321.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,32.0,20190320.0,20190617.0
com.drop.loyalty.android,Download and START,Drop: Earn rewards & save money sho,fyber,29.0,20190318.0,20190528.0
com.psafe.msuite,Download and START,"dfndr security: antivirus, anti-hac",fyber,25.6666666666667,20190308.0,20190520.0
com.watchback.android,Download and START,"WatchBack - Videos, TV Shows &amp; ",fyber,7.0,20190321.0,20190321.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,32.0,20190320.0,20190617.0
com.drop.loyalty.android,Download and START,Drop: Earn rewards & save money sho,fyber,29.0,20190318.0,20190528.0
com.psafe.msuite,Download and START,"dfndr security: antivirus, anti-hac",fyber,25.6666666666667,20190308.0,20190520.0
com.watchback.android,Download and START,"WatchBack - Videos, TV Shows &amp; ",fyber,7.0,20190321.0,20190321.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,32.0,20190320.0,20190617.0
com.drop.loyalty.android,Download and START,Drop: Earn rewards & save money sho,fyber,29.0,20190318.0,20190528.0
com.psafe.msuite,Download and START,"dfndr security: antivirus, anti-hac",fyber,25.6666666666667,20190308.0,20190520.0
com.watchback.android,Download and START,"WatchBack - Videos, TV Shows &amp; ",fyber,7.0,20190321.0,20190321.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,32.0,20190320.0,20190617.0
com.drop.loyalty.android,Download and START,Drop: Earn rewards & save money sho,fyber,29.0,20190318.0,20190528.0
com.psafe.msuite,Download and START,"dfndr security: antivirus, anti-hac",fyber,25.6666666666667,20190308.0,20190520.0
com.watchback.android,Download and START,"WatchBack - Videos, TV Shows &amp; ",fyber,7.0,20190321.0,20190321.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,32.0,20190320.0,20190617.0
com.drop.loyalty.android,Download and START,Drop: Earn rewards & save money sho,fyber,29.0,20190318.0,20190528.0
com.psafe.msuite,Download and START,"dfndr security: antivirus, anti-hac",fyber,25.6666666666667,20190308.0,20190520.0
com.watchback.android,Download and START,"WatchBack - Videos, TV Shows &amp; ",fyber,7.0,20190321.0,20190321.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,32.0,20190320.0,20190617.0
com.drop.loyalty.android,Download and START,Drop: Earn rewards & save money sho,fyber,29.0,20190318.0,20190528.0
com.psafe.msuite,Download and START,"dfndr security: antivirus, anti-hac",fyber,25.6666666666667,20190308.0,20190520.0
com.watchback.android,Download and START,"WatchBack - Videos, TV Shows &amp; ",fyber,7.0,20190321.0,20190321.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,32.0,20190320.0,20190617.0
com.drop.loyalty.android,Download and START,Drop: Earn rewards & save money sho,fyber,29.0,20190318.0,20190528.0
com.psafe.msuite,Download and START,"dfndr security: antivirus, anti-hac",fyber,25.6666666666667,20190308.0,20190520.0
com.watchback.android,Download and START,"WatchBack - Videos, TV Shows &amp; ",fyber,7.0,20190321.0,20190321.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,48.3333333333333,20190320.0,20190617.0
com.thredup.android,Download and START,thredUP - Shop & Sell Clothing,fyber,25.6666666666667,20190308.0,20190322.0
com.oath.flamingo,Download and START,Yahoo Play — Pop news & trivia,fyber,16.0,20190318.0,20190519.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,13.0,20190320.0,20190617.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,48.3333333333333,20190320.0,20190617.0
com.thredup.android,Download and START,thredUP - Shop & Sell Clothing,fyber,25.6666666666667,20190308.0,20190322.0
com.oath.flamingo,Download and START,Yahoo Play — Pop news & trivia,fyber,16.0,20190318.0,20190519.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,13.0,20190320.0,20190617.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,48.3333333333333,20190320.0,20190617.0
com.thredup.android,Download and START,thredUP - Shop & Sell Clothing,fyber,25.6666666666667,20190308.0,20190322.0
com.oath.flamingo,Download and START,Yahoo Play — Pop news & trivia,fyber,16.0,20190318.0,20190519.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,13.0,20190320.0,20190617.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,48.3333333333333,20190320.0,20190617.0
com.thredup.android,Download and START,thredUP - Shop & Sell Clothing,fyber,25.6666666666667,20190308.0,20190322.0
com.oath.flamingo,Download and START,Yahoo Play — Pop news & trivia,fyber,16.0,20190318.0,20190519.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,13.0,20190320.0,20190617.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,48.3333333333333,20190320.0,20190617.0
com.thredup.android,Download and START,thredUP - Shop & Sell Clothing,fyber,25.6666666666667,20190308.0,20190322.0
com.oath.flamingo,Download and START,Yahoo Play — Pop news & trivia,fyber,16.0,20190318.0,20190519.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,13.0,20190320.0,20190617.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,48.3333333333333,20190320.0,20190617.0
com.thredup.android,Download and START,thredUP - Shop & Sell Clothing,fyber,25.6666666666667,20190308.0,20190322.0
com.oath.flamingo,Download and START,Yahoo Play — Pop news & trivia,fyber,16.0,20190318.0,20190519.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,13.0,20190320.0,20190617.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,48.3333333333333,20190320.0,20190617.0
com.thredup.android,Download and START,thredUP - Shop & Sell Clothing,fyber,25.6666666666667,20190308.0,20190322.0
com.oath.flamingo,Download and START,Yahoo Play — Pop news & trivia,fyber,16.0,20190318.0,20190519.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,13.0,20190320.0,20190617.0
com.servicemagic.consumer,Download and START,HomeAdvisor: Contractors for Home I,fyber,48.3333333333333,20190320.0,20190617.0
com.thredup.android,Download and START,thredUP - Shop & Sell Clothing,fyber,25.6666666666667,20190308.0,20190322.0
com.oath.flamingo,Download and START,Yahoo Play — Pop news & trivia,fyber,16.0,20190318.0,20190519.0
com.wishabi.flipp,Download and START,Flipp - Weekly Shopping,fyber,13.0,20190320.0,20190617.0
com.ncaa.mmlive.app,Register + Start a video and get your reward for every time you start a video stream!,NCAA March Madness Live,hangmyads,10.0,20190321.0,20190322.0
com.ncaa.mmlive.app,Register + Start a video and get your reward for every time you start a video stream!,NCAA March Madness Live,hangmyads,10.0,20190321.0,20190322.0
com.ncaa.mmlive.app,Register + Start a video and get your reward for every time you start a video stream!,NCAA March Madness Live,hangmyads,10.0,20190321.0,20190322.0
com.ncaa.mmlive.app,Register + Start a video and get your reward for every time you start a video stream!,NCAA March Madness Live,hangmyads,10.0,20190321.0,20190322.0
com.ncaa.mmlive.app,Register + Start a video and get your reward for every time you start a video stream!,NCAA March Madness Live,hangmyads,10.0,20190321.0,20190322.0
com.ncaa.mmlive.app,Register + Start a video and get your reward for every time you start a video stream!,NCAA March Madness Live,hangmyads,10.0,20190321.0,20190322.0
com.ncaa.mmlive.app,Register + Start a video and get your reward for every time you start a video stream!,NCAA March Madness Live,hangmyads,10.0,20190321.0,20190322.0
com.ncaa.mmlive.app,Register + Start a video and get your reward for every time you start a video stream!,NCAA March Madness Live,hangmyads,10.0,20190321.0,20190322.0
com.perblue.disneyheroes,Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,160.0,20190305.0,20190617.0
com.perblue.disneyheroes,Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,160.0,20190305.0,20190617.0
com.perblue.disneyheroes,Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,160.0,20190305.0,20190617.0
com.perblue.disneyheroes,Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,160.0,20190305.0,20190617.0
com.perblue.disneyheroes,Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,160.0,20190305.0,20190617.0
com.perblue.disneyheroes,Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,160.0,20190305.0,20190617.0
com.perblue.disneyheroes,Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,160.0,20190305.0,20190617.0
com.perblue.disneyheroes,Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,160.0,20190305.0,20190617.0
com.zynga.words,Install + Open,WWF2,hangmyads,40.0,20190315.0,20190329.0
com.zynga.words,Install + Open,WWF2,hangmyads,40.0,20190315.0,20190329.0
com.zynga.words,Install + Open,WWF2,hangmyads,40.0,20190315.0,20190329.0
com.zynga.words,Install + Open,WWF2,hangmyads,40.0,20190315.0,20190329.0
com.zynga.words,Install + Open,WWF2,hangmyads,40.0,20190315.0,20190329.0
com.zynga.words,Install + Open,WWF2,hangmyads,40.0,20190315.0,20190329.0
com.zynga.words,Install + Open,WWF2,hangmyads,40.0,20190315.0,20190329.0
com.zynga.words,Install + Open,WWF2,hangmyads,40.0,20190315.0,20190329.0
com.lucktastic.scratch,download and install an offer off the offerwall,"Lucktastic: Win Prizes, Gift Cards ",fyber,139.0,20190308.0,20190617.0
com.stove.epic7.google,Reach level 10 to get your reward!,Epic Seven,fyber,94.0,20190321.0,20190326.0
xyz.slingshotapps.rotateescape,Download and START,Rotate & Escape,fyber,32.0,20190321.0,20190321.0
com.lucktastic.scratch,download and install an offer off the offerwall,"Lucktastic: Win Prizes, Gift Cards ",fyber,139.0,20190308.0,20190617.0
com.stove.epic7.google,Reach level 10 to get your reward!,Epic Seven,fyber,94.0,20190321.0,20190326.0
xyz.slingshotapps.rotateescape,Download and START,Rotate & Escape,fyber,32.0,20190321.0,20190321.0
com.lucktastic.scratch,download and install an offer off the offerwall,"Lucktastic: Win Prizes, Gift Cards ",fyber,139.0,20190308.0,20190617.0
com.stove.epic7.google,Reach level 10 to get your reward!,Epic Seven,fyber,94.0,20190321.0,20190326.0
xyz.slingshotapps.rotateescape,Download and START,Rotate & Escape,fyber,32.0,20190321.0,20190321.0
com.lucktastic.scratch,download and install an offer off the offerwall,"Lucktastic: Win Prizes, Gift Cards ",fyber,139.0,20190308.0,20190617.0
com.stove.epic7.google,Reach level 10 to get your reward!,Epic Seven,fyber,94.0,20190321.0,20190326.0
xyz.slingshotapps.rotateescape,Download and START,Rotate & Escape,fyber,32.0,20190321.0,20190321.0
com.lucktastic.scratch,download and install an offer off the offerwall,"Lucktastic: Win Prizes, Gift Cards ",fyber,139.0,20190308.0,20190617.0
com.stove.epic7.google,Reach level 10 to get your reward!,Epic Seven,fyber,94.0,20190321.0,20190326.0
xyz.slingshotapps.rotateescape,Download and START,Rotate & Escape,fyber,32.0,20190321.0,20190321.0
com.lucktastic.scratch,download and install an offer off the offerwall,"Lucktastic: Win Prizes, Gift Cards ",fyber,139.0,20190308.0,20190617.0
com.stove.epic7.google,Reach level 10 to get your reward!,Epic Seven,fyber,94.0,20190321.0,20190326.0
xyz.slingshotapps.rotateescape,Download and START,Rotate & Escape,fyber,32.0,20190321.0,20190321.0
com.lucktastic.scratch,download and install an offer off the offerwall,"Lucktastic: Win Prizes, Gift Cards ",fyber,139.0,20190308.0,20190617.0
com.stove.epic7.google,Reach level 10 to get your reward!,Epic Seven,fyber,94.0,20190321.0,20190326.0
xyz.slingshotapps.rotateescape,Download and START,Rotate & Escape,fyber,32.0,20190321.0,20190321.0
com.lucktastic.scratch,download and install an offer off the offerwall,"Lucktastic: Win Prizes, Gift Cards ",fyber,139.0,20190308.0,20190617.0
com.stove.epic7.google,Reach level 10 to get your reward!,Epic Seven,fyber,94.0,20190321.0,20190326.0
xyz.slingshotapps.rotateescape,Download and START,Rotate & Escape,fyber,32.0,20190321.0,20190321.0
com.rubicoin.invest,Download and START,Invest – Learn Stock Investing with,fyber,19.3333333333333,20190308.0,20190519.0
com.rubicoin.invest,Download and START,Invest – Learn Stock Investing with,fyber,19.3333333333333,20190308.0,20190519.0
com.rubicoin.invest,Download and START,Invest – Learn Stock Investing with,fyber,19.3333333333333,20190308.0,20190519.0
com.rubicoin.invest,Download and START,Invest – Learn Stock Investing with,fyber,19.3333333333333,20190308.0,20190519.0
com.rubicoin.invest,Download and START,Invest – Learn Stock Investing with,fyber,19.3333333333333,20190308.0,20190519.0
com.rubicoin.invest,Download and START,Invest – Learn Stock Investing with,fyber,19.3333333333333,20190308.0,20190519.0
com.rubicoin.invest,Download and START,Invest – Learn Stock Investing with,fyber,19.3333333333333,20190308.0,20190519.0
com.rubicoin.invest,Download and START,Invest – Learn Stock Investing with,fyber,19.3333333333333,20190308.0,20190519.0
com.perblue.disneyheroes,Complete Team Level 10 to Receive Your Reward! *New Users Only*,Disney Heroes: Battle Mode,fyber,96.3333333333333,20190322.0,20190515.0
com.lucktastic.scratch,Download and START,"Lucktastic: Win Prizes, Gift Cards ",fyber,35.3333333333333,20190308.0,20190617.0
com.amazon.mp3,Download and START,Amazon Music,fyber,19.3333333333333,20190305.0,20190613.0
com.perblue.disneyheroes,Complete Team Level 10 to Receive Your Reward! *New Users Only*,Disney Heroes: Battle Mode,fyber,96.3333333333333,20190322.0,20190515.0
com.lucktastic.scratch,Download and START,"Lucktastic: Win Prizes, Gift Cards ",fyber,35.3333333333333,20190308.0,20190617.0
com.amazon.mp3,Download and START,Amazon Music,fyber,19.3333333333333,20190305.0,20190613.0
com.perblue.disneyheroes,Complete Team Level 10 to Receive Your Reward! *New Users Only*,Disney Heroes: Battle Mode,fyber,96.3333333333333,20190322.0,20190515.0
com.lucktastic.scratch,Download and START,"Lucktastic: Win Prizes, Gift Cards ",fyber,35.3333333333333,20190308.0,20190617.0
com.amazon.mp3,Download and START,Amazon Music,fyber,19.3333333333333,20190305.0,20190613.0
com.perblue.disneyheroes,Complete Team Level 10 to Receive Your Reward! *New Users Only*,Disney Heroes: Battle Mode,fyber,96.3333333333333,20190322.0,20190515.0
com.lucktastic.scratch,Download and START,"Lucktastic: Win Prizes, Gift Cards ",fyber,35.3333333333333,20190308.0,20190617.0
com.amazon.mp3,Download and START,Amazon Music,fyber,19.3333333333333,20190305.0,20190613.0
com.perblue.disneyheroes,Complete Team Level 10 to Receive Your Reward! *New Users Only*,Disney Heroes: Battle Mode,fyber,96.3333333333333,20190322.0,20190515.0
com.lucktastic.scratch,Download and START,"Lucktastic: Win Prizes, Gift Cards ",fyber,35.3333333333333,20190308.0,20190617.0
com.amazon.mp3,Download and START,Amazon Music,fyber,19.3333333333333,20190305.0,20190613.0
com.perblue.disneyheroes,Complete Team Level 10 to Receive Your Reward! *New Users Only*,Disney Heroes: Battle Mode,fyber,96.3333333333333,20190322.0,20190515.0
com.lucktastic.scratch,Download and START,"Lucktastic: Win Prizes, Gift Cards ",fyber,35.3333333333333,20190308.0,20190617.0
com.amazon.mp3,Download and START,Amazon Music,fyber,19.3333333333333,20190305.0,20190613.0
